namespace,block_id,block,jar,storage_candidate
another_furniture,another_furniture:gray_lamp_connector,gray_lamp_connector,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:gray_sofa,gray_sofa,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:gray_stool,gray_stool,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:gray_tall_stool,gray_tall_stool,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:green_curtain,green_curtain,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:green_lamp,green_lamp,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:green_lamp_connector,green_lamp_connector,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:green_sofa,green_sofa,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:green_stool,green_stool,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:green_tall_stool,green_tall_stool,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:jungle_bench,jungle_bench,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:jungle_chair,jungle_chair,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:jungle_drawer,jungle_drawer,another_furniture-forge-1.20.1-3.0.4.jar,True
another_furniture,another_furniture:jungle_flower_box,jungle_flower_box,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:jungle_shelf,jungle_shelf,another_furniture-forge-1.20.1-3.0.4.jar,True
another_furniture,another_furniture:jungle_shutter,jungle_shutter,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:jungle_table,jungle_table,another_furniture-forge-1.20.1-3.0.4.jar,True
another_furniture,another_furniture:light_blue_curtain,light_blue_curtain,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:light_blue_lamp,light_blue_lamp,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:light_blue_lamp_connector,light_blue_lamp_connector,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:light_blue_sofa,light_blue_sofa,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:light_blue_stool,light_blue_stool,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:light_blue_tall_stool,light_blue_tall_stool,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:light_gray_curtain,light_gray_curtain,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:light_gray_lamp,light_gray_lamp,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:light_gray_lamp_connector,light_gray_lamp_connector,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:light_gray_sofa,light_gray_sofa,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:light_gray_stool,light_gray_stool,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:light_gray_tall_stool,light_gray_tall_stool,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:lime_curtain,lime_curtain,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:lime_lamp,lime_lamp,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:lime_lamp_connector,lime_lamp_connector,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:lime_sofa,lime_sofa,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:lime_stool,lime_stool,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:lime_tall_stool,lime_tall_stool,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:magenta_curtain,magenta_curtain,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:magenta_lamp,magenta_lamp,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:magenta_lamp_connector,magenta_lamp_connector,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:magenta_sofa,magenta_sofa,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:magenta_stool,magenta_stool,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:magenta_tall_stool,magenta_tall_stool,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:mangrove_bench,mangrove_bench,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:mangrove_chair,mangrove_chair,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:mangrove_drawer,mangrove_drawer,another_furniture-forge-1.20.1-3.0.4.jar,True
another_furniture,another_furniture:mangrove_flower_box,mangrove_flower_box,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:mangrove_shelf,mangrove_shelf,another_furniture-forge-1.20.1-3.0.4.jar,True
another_furniture,another_furniture:mangrove_shutter,mangrove_shutter,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:mangrove_table,mangrove_table,another_furniture-forge-1.20.1-3.0.4.jar,True
another_furniture,another_furniture:oak_bench,oak_bench,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:oak_chair,oak_chair,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:oak_drawer,oak_drawer,another_furniture-forge-1.20.1-3.0.4.jar,True
another_furniture,another_furniture:oak_flower_box,oak_flower_box,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:oak_shelf,oak_shelf,another_furniture-forge-1.20.1-3.0.4.jar,True
another_furniture,another_furniture:oak_shutter,oak_shutter,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:oak_table,oak_table,another_furniture-forge-1.20.1-3.0.4.jar,True
another_furniture,another_furniture:orange_curtain,orange_curtain,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:orange_lamp,orange_lamp,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:orange_lamp_connector,orange_lamp_connector,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:orange_sofa,orange_sofa,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:orange_stool,orange_stool,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:orange_tall_stool,orange_tall_stool,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:pink_curtain,pink_curtain,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:pink_lamp,pink_lamp,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:pink_lamp_connector,pink_lamp_connector,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:pink_sofa,pink_sofa,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:pink_stool,pink_stool,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:pink_tall_stool,pink_tall_stool,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:purple_curtain,purple_curtain,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:purple_lamp,purple_lamp,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:purple_lamp_connector,purple_lamp_connector,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:purple_sofa,purple_sofa,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:purple_stool,purple_stool,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:purple_tall_stool,purple_tall_stool,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:red_curtain,red_curtain,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:red_lamp,red_lamp,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:red_lamp_connector,red_lamp_connector,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:red_sofa,red_sofa,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:red_stool,red_stool,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:red_tall_stool,red_tall_stool,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:service_bell,service_bell,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:spruce_bench,spruce_bench,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:spruce_chair,spruce_chair,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:spruce_drawer,spruce_drawer,another_furniture-forge-1.20.1-3.0.4.jar,True
another_furniture,another_furniture:spruce_flower_box,spruce_flower_box,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:spruce_shelf,spruce_shelf,another_furniture-forge-1.20.1-3.0.4.jar,True
another_furniture,another_furniture:spruce_shutter,spruce_shutter,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:spruce_table,spruce_table,another_furniture-forge-1.20.1-3.0.4.jar,True
another_furniture,another_furniture:warped_bench,warped_bench,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:warped_chair,warped_chair,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:warped_drawer,warped_drawer,another_furniture-forge-1.20.1-3.0.4.jar,True
another_furniture,another_furniture:warped_flower_box,warped_flower_box,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:warped_shelf,warped_shelf,another_furniture-forge-1.20.1-3.0.4.jar,True
another_furniture,another_furniture:warped_shutter,warped_shutter,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:warped_table,warped_table,another_furniture-forge-1.20.1-3.0.4.jar,True
another_furniture,another_furniture:white_curtain,white_curtain,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:white_lamp,white_lamp,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:white_lamp_connector,white_lamp_connector,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:white_sofa,white_sofa,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:white_stool,white_stool,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:white_tall_stool,white_tall_stool,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:yellow_curtain,yellow_curtain,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:yellow_lamp,yellow_lamp,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:yellow_lamp_connector,yellow_lamp_connector,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:yellow_sofa,yellow_sofa,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:yellow_stool,yellow_stool,another_furniture-forge-1.20.1-3.0.4.jar,False
another_furniture,another_furniture:yellow_tall_stool,yellow_tall_stool,another_furniture-forge-1.20.1-3.0.4.jar,False
apocalypsenow,apocalypsenow:acacia_crate,acacia_crate,apocalypsenow-3.0.5-forge-1.20.1.jar,True
apocalypsenow,apocalypsenow:acacia_log_spike,acacia_log_spike,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:acacia_planks_stash,acacia_planks_stash,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:apartment_door,apartment_door,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:barbed_wire,barbed_wire,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:bear_trap,bear_trap,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:beartrapactivated,beartrapactivated,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:beartrapneutral,beartrapneutral,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:birch_crate,birch_crate,apocalypsenow-3.0.5-forge-1.20.1.jar,True
apocalypsenow,apocalypsenow:birch_log_spike,birch_log_spike,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:birch_planks_stash,birch_planks_stash,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:black_concrete_bricks,black_concrete_bricks,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:black_petrol_barrel,black_petrol_barrel,apocalypsenow-3.0.5-forge-1.20.1.jar,True
apocalypsenow,apocalypsenow:blue_concrete_bricks,blue_concrete_bricks,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:blue_petrol_barrel,blue_petrol_barrel,apocalypsenow-3.0.5-forge-1.20.1.jar,True
apocalypsenow,apocalypsenow:broken_plasma_tv,broken_plasma_tv,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:broken_tv,broken_tv,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:brokenoldradio,brokenoldradio,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:brokenpremiunradio,brokenpremiunradio,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:brown_concrete_bricks,brown_concrete_bricks,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:brown_petrol_barrel,brown_petrol_barrel,apocalypsenow-3.0.5-forge-1.20.1.jar,True
apocalypsenow,apocalypsenow:bunker_hatch,bunker_hatch,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:cardboard_box,cardboard_box,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:cherry_crate,cherry_crate,apocalypsenow-3.0.5-forge-1.20.1.jar,True
apocalypsenow,apocalypsenow:cherry_log_spike,cherry_log_spike,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:cherry_planks_stash,cherry_planks_stash,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:climbing_rope,climbing_rope,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:climbingropeextension,climbingropeextension,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:climbingropehook,climbingropehook,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:coke_vending_machine,coke_vending_machine,apocalypsenow-3.0.5-forge-1.20.1.jar,True
apocalypsenow,apocalypsenow:concrete_barrier,concrete_barrier,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:concrete_bricks,concrete_bricks,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:construction_barricade,construction_barricade,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:corpsecloth,corpsecloth,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:corpsesack,corpsesack,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:cross,cross,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:cyan_petrol_barrel,cyan_petrol_barrel,apocalypsenow-3.0.5-forge-1.20.1.jar,True
apocalypsenow,apocalypsenow:cyanconcretebricks,cyanconcretebricks,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:dark_crate,dark_crate,apocalypsenow-3.0.5-forge-1.20.1.jar,True
apocalypsenow,apocalypsenow:dark_log_spike,dark_log_spike,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:dark_planks_stash,dark_planks_stash,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:desert_military_storage,desert_military_storage,apocalypsenow-3.0.5-forge-1.20.1.jar,True
apocalypsenow,apocalypsenow:dropboxcommon,dropboxcommon,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:electric_door,electric_door,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:electric_fence,electric_fence,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:eletricfencesign,eletricfencesign,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:empty_market_shelves,empty_market_shelves,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:explosive_barrel,explosive_barrel,apocalypsenow-3.0.5-forge-1.20.1.jar,True
apocalypsenow,apocalypsenow:gas_canister,gas_canister,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:glass_door,glass_door,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:glass_spikes,glass_spikes,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:gravestone,gravestone,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:gray_petrol_barrel,gray_petrol_barrel,apocalypsenow-3.0.5-forge-1.20.1.jar,True
apocalypsenow,apocalypsenow:green_concretebricks,green_concretebricks,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:green_petrol_barrel,green_petrol_barrel,apocalypsenow-3.0.5-forge-1.20.1.jar,True
apocalypsenow,apocalypsenow:highvaluemoneyblock,highvaluemoneyblock,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:hospital_door,hospital_door,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:ice,ice,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:iron_grid,iron_grid,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:iron_grid_door,iron_grid_door,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:iron_ladder,iron_ladder,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:iron_locker,iron_locker,apocalypsenow-3.0.5-forge-1.20.1.jar,True
apocalypsenow,apocalypsenow:iron_plate,iron_plate,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:iron_window,iron_window,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:ironcrate,ironcrate,apocalypsenow-3.0.5-forge-1.20.1.jar,True
apocalypsenow,apocalypsenow:jungle_crate,jungle_crate,apocalypsenow-3.0.5-forge-1.20.1.jar,True
apocalypsenow,apocalypsenow:jungle_log_spike,jungle_log_spike,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:jungle_planks_stash,jungle_planks_stash,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:land_mine,land_mine,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:large_gas_canister,large_gas_canister,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:large_shelves,large_shelves,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:large_shelves_fill,large_shelves_fill,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:leaves_trap,leaves_trap,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:light_blue_petrol_barrel,light_blue_petrol_barrel,apocalypsenow-3.0.5-forge-1.20.1.jar,True
apocalypsenow,apocalypsenow:light_blueconcretebricks,light_blueconcretebricks,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:light_gray_concrete_bricks,light_gray_concrete_bricks,apocalypsenow-3.0.5-forge-1.20.1.jar,False
apocalypsenow,apocalypsenow:ligth_gray_petrol_barrel,ligth_gray_petrol_barrel,apocalypsenow-3.0.5-forge-1.20.1.jar,True
